@RELATION histogram
@ATTRIBUTE o1	REAL
@ATTRIBUTE o2	REAL
@ATTRIBUTE o 	{1,2,3,4,5,6}
@DATA
165,16.444444,2
167,16.666667,2
168,16.777778,2
169,16.555556,2
170,16.777778,2
172,16.666667,2
175,17.333333,2
176,17.555556,2
177,17.555556,2
178,17.666667,2
181,18,2
185,18.666667,2
190,19,2
197,19.444444,2
201,19.666667,2
204,20.111111,2
207,20.555556,2
208,20.555556,2
207,20.555556,2
203,20,2
197,19.444444,2
191,19,2
184,18.444444,2
179,18.333333,2
175,17.555556,2
172,17.111111,2
169,16.666667,2
170,16.777778,2
173,17.333333,2
176,17.111111,2
182,18,2
187,18.666667,2
191,18.888889,2
196,19.444444,2
199,19.444444,2
203,19.888889,2
205,20.444444,2
203,19.666667,2
202,20.222222,2
197,19.222222,2
191,18.777778,2
187,18.555556,2
183,18.333333,2
183,18.222222,2
185,18.444444,2
189,19,2
193,19.222222,2
198,19.666667,2
204,20,2
208,20.222222,2
210,20.555556,2
210,20.555556,2
208,20.555556,2
205,20.444444,2
202,20.111111,2
199,20.111111,2
196,19.333333,2
194,19.333333,2
192,18.777778,2
191,18.444444,2
191,18.666667,2
190,18.444444,2
188,18.555556,2
207,18.888889,6
208,19.555556,6
207,20.777778,6
205,20.222222,6
202,20.111111,6
198,19.777778,6
198,19.777778,6
200,20,6
207,20.777778,6
215,21.222222,6
217,21,6
96,9.666667,3
95,9.444444,3
95,9.222222,3
94,9.222222,3
94,9.333333,3
95,9.333333,3
96,9.444444,3
96,9.444444,3
96,9.444444,3
96,9.333333,3
96,9.555556,3
96,9.555556,3
96,9.444444,3
96,9.555556,3
95,9.333333,3
95,9.444444,3
95,9.333333,3
95,9.333333,3
96,9.444444,3
96,9.444444,3
97,9.555556,3
98,9.777778,3
99,9.777778,3
100,9.888889,3
100,9.777778,3
101,9.888889,3
101,10,3
101,10,3
100,9.888889,3
101,10,3
102,10.111111,3
246,24.444444,2
247,24.333333,2
246,24.444444,2
246,24.444444,2
247,24.333333,2
248,24.222222,2
247,24.555556,2
247,24.444444,2
247,24.444444,2
248,24.333333,2
248,24.333333,2
248,24.666667,2
249,24.444444,2
249,24.444444,2
248,24.666667,2
247,24.444444,2
248,24.333333,2
246,24.333333,2
246,24.333333,2
245,24.111111,2
247,24.444444,2
248,24.555556,2
248,24.444444,2
249,24.666667,2
251,24.666667,2
250,24.444444,2
251,24.777778,2
250,24.555556,2
250,24.555556,2
247,24.444444,2
163,16.222222,2
165,16.333333,2
167,16.777778,2
169,17,2
171,16.888889,2
170,17,2
170,17,2
169,17.111111,2
168,16.777778,2
169,17.111111,2
168,16.888889,2
169,16.888889,2
170,17,2
170,17.111111,2
171,17,2
171,17.333333,2
172,17.222222,2
174,17.222222,2
175,17.444444,2
176,17.444444,2
179,17.333333,2
182,17.888889,2
187,18.666667,2
193,19.111111,2
200,19.777778,2
205,19.888889,2
208,20.222222,2
212,20.777778,2
213,20.666667,2
211,20.777778,2
207,20.444444,2
202,19.777778,2
195,19.111111,2
189,18.777778,2
185,18.555556,2
180,17.777778,2
177,17.222222,2
175,17.444444,2
175,17.333333,2
179,17.777778,2
182,17.777778,2
188,18.555556,2
193,19,2
196,19.333333,2
201,19.888889,2
204,20.111111,2
208,20.444444,2
210,20.333333,2
208,20,2
206,20.333333,2
201,19.888889,2
196,19.222222,2
191,18.888889,2
186,18.555556,2
185,18.555556,2
186,18.555556,2
189,18.888889,2
193,19.333333,2
198,19.555556,2
203,19.777778,2
208,20.222222,2
210,20.333333,2
212,20.666667,2
211,21.111111,2
209,21.222222,2
206,20.666667,2
204,20.444444,2
201,19.777778,2
199,19.666667,2
198,19.555556,2
197,19.222222,2
197,19.444444,2
196,19.111111,2
193,18.888889,2
207,19.333333,6
209,20.333333,6
207,21.111111,6
205,20.222222,6
201,20,6
197,19.777778,6
199,20,6
204,20.444444,6
211,21.333333,6
217,21.222222,6
96,9.555556,3
95,9.555556,3
95,9.444444,3
94,9.222222,3
94,9.333333,3
95,9.333333,3
96,9.444444,3
95,9.333333,3
95,9.555556,3
95,9.222222,3
95,9.222222,3
96,9.555556,3
95,9.333333,3
95,9.444444,3
95,9.222222,3
95,9.444444,3
95,9.333333,3
95,9.333333,3
96,9.555556,3
96,9.444444,3
96,9.444444,3
97,9.666667,3
98,9.777778,3
99,9.777778,3
100,9.888889,3
100,10,3
101,10,3
101,9.888889,3
101,10,3
101,10,3
103,10.111111,3
246,24.222222,2
247,24.444444,2
247,24.444444,2
247,24.111111,2
248,24.555556,2
248,24.666667,2
248,24.555556,2
248,24.555556,2
248,24.555556,2
248,24.555556,2
249,24.666667,2
249,24.777778,2
250,24.666667,2
250,24.777778,2
249,24.555556,2
248,24.555556,2
248,24.444444,2
247,24.333333,2
246,24.333333,2
246,24.444444,2
247,24.333333,2
247,24.555556,2
248,24.444444,2
249,24.555556,2
250,24.666667,2
250,24.555556,2
251,24.777778,2
251,24.777778,2
250,24.555556,2
249,24.555556,2
165,16.111111,2
167,16.666667,2
169,16.888889,2
171,17,2
174,17,2
174,17.444444,2
174,17.444444,2
174,17.444444,2
173,17.444444,2
172,17.222222,2
172,17.333333,2
171,17.333333,2
171,17.111111,2
170,17.111111,2
170,17.111111,2
169,16.888889,2
171,17,2
172,17,2
174,17.222222,2
176,17.222222,2
180,17.555556,2
184,17.777778,2
189,18.444444,2
195,19.222222,2
202,19.888889,2
207,20.111111,2
211,20.444444,2
215,20.888889,2
217,21,2
215,21.111111,2
212,20.888889,2
207,20.222222,2
202,19.777778,2
198,19.555556,2
194,19,2
191,18.888889,2
188,18.555556,2
186,18.666667,2
185,18.111111,2
187,18.444444,2
190,18.777778,2
194,19.222222,2
198,19.666667,2
200,19.777778,2
204,20.111111,2
206,20.666667,2
209,20.666667,2
211,20.333333,2
210,20.444444,2
209,20.333333,2
205,20,2
200,19.333333,2
195,19.333333,2
190,19,2
187,18.666667,2
187,18.777778,2
190,19.222222,2
193,19.111111,2
197,19.222222,2
202,19.555556,2
207,20.111111,2
210,20.555556,2
213,20.666667,2
213,20.888889,2
213,21,2
210,20.888889,2
209,20.666667,2
206,20.222222,2
204,20,2
203,19.888889,2
202,20,2
203,20.111111,2
201,19.777778,2
198,19.333333,2
205,19.444444,6
208,20.888889,6
206,20.555556,6
202,19.888889,6
199,19.888889,6
197,19.777778,6
200,20,6
207,20.777778,6
215,21.555556,6
221,21.444444,6
96,9.333333,3
96,9.666667,3
96,9.444444,3
96,9.555556,3
96,9.555556,3
97,9.555556,3
98,9.777778,3
97,9.555556,3
96,9.555556,3
96,9.333333,3
95,9.333333,3
95,9.444444,3
95,9.444444,3
95,9.333333,3
95,9.444444,3
95,9.222222,3
95,9.444444,3
95,9.333333,3
96,9.555556,3
96,9.444444,3
96,9.555556,3
96,9.555556,3
97,9.444444,3
99,9.777778,3
99,9.777778,3
100,9.888889,3
101,9.777778,3
101,9.777778,3
101,9.888889,3
102,10.111111,3
103,10.333333,3
247,24.222222,2
247,24.111111,2
247,24.111111,2
247,24.444444,2
248,24.333333,2
248,24.444444,2
247,24.333333,2
248,24.444444,2
248,24.555556,2
248,24.333333,2
249,24.777778,2
248,24.444444,2
250,24.444444,2
250,24.888889,2
250,24.555556,2
249,24.666667,2
248,24.555556,2
247,24.333333,2
247,24.444444,2
246,24.444444,2
247,24.222222,2
247,24.444444,2
247,24.444444,2
248,24.444444,2
250,24.666667,2
250,24.666667,2
251,24.888889,2
251,24.666667,2
251,24.666667,2
249,24.666667,2
167,16.444444,2
169,17,2
170,16.888889,2
172,17.111111,2
174,17.444444,2
175,17.333333,2
175,17.444444,2
174,17.222222,2
173,17,2
173,17.333333,2
172,17.222222,2
171,17.111111,2
170,17.111111,2
169,16.888889,2
169,17,2
168,16.666667,2
169,16.666667,2
171,16.666667,2
173,16.777778,2
176,17.444444,2
181,18,2
186,18.111111,2
191,18.777778,2
197,19.444444,2
204,19.888889,2
209,20.555556,2
213,21,2
218,21.333333,2
220,21.444444,2
220,21.666667,2
217,21.333333,2
213,20.777778,2
210,20.555556,2
206,19.888889,2
204,20,2
201,19.888889,2
199,19.555556,2
198,19.222222,2
196,19.222222,2
197,19.444444,2
198,19.444444,2
201,19.777778,2
203,20,2
204,20.111111,2
207,20.444444,2
208,20.444444,2
210,20.555556,2
212,21.333333,2
212,20.888889,2
212,20.555556,2
209,20.666667,2
204,20,2
199,19.111111,2
193,18.888889,2
190,18.888889,2
190,18.888889,2
191,19.222222,2
194,19.666667,2
198,19.888889,2
202,19.888889,2
207,20.222222,2
211,20.666667,2
215,20.777778,2
217,21.222222,2
218,21.666667,2
216,21.777778,2
214,21.333333,2
211,20.777778,2
210,20.666667,2
209,20.777778,2
207,20.555556,2
208,20.777778,2
205,20.333333,2
203,20,2
200,18.777778,6
204,19.555556,6
207,20.888889,6
205,20.333333,6
201,19.888889,6
198,19.888889,6
198,19.888889,6
203,20.333333,6
210,21.111111,6
219,21.666667,6
98,9.888889,3
97,9.777778,3
98,9.555556,3
97,9.666667,3
97,9.666667,3
98,9.666667,3
99,9.888889,3
98,9.666667,3
96,9.555556,3
96,9.555556,3
96,9.444444,3
95,9.444444,3
95,9.222222,3
95,9.333333,3
95,9.444444,3
95,9.333333,3
96,9.555556,3
96,9.666667,3
96,9.444444,3
95,9.333333,3
96,9.555556,3
96,9.555556,3
97,9.555556,3
98,9.777778,3
99,9.777778,3
100,9.888889,3
101,9.888889,3
102,10,3
102,10,3
103,10.111111,3
104,10.222222,3
247,24.333333,2
247,24.222222,2
247,24.333333,2
247,24.333333,2
248,24.444444,2
248,24.555556,2
248,24.555556,2
248,24.555556,2
249,24.666667,2
248,24.333333,2
249,24.666667,2
248,24.444444,2
250,24.555556,2
250,24.666667,2
250,24.555556,2
249,24.777778,2
249,24.666667,2
247,24.444444,2
247,24.333333,2
247,24.555556,2
247,24.333333,2
248,24.666667,2
248,24.555556,2
248,24.555556,2
250,24.666667,2
250,24.666667,2
251,24.888889,2
251,24.555556,2
251,24.666667,2
250,24.777778,2
170,16.444444,2
172,16.666667,2
173,16.888889,2
175,17.222222,2
177,17.777778,2
177,17.222222,2
177,17.444444,2
177,17.555556,2
176,16.888889,2
175,17.222222,2
174,17.111111,2
172,16.888889,2
170,16.888889,2
169,16.666667,2
168,16.666667,2
167,16.555556,2
167,16.444444,2
168,16.333333,2
170,16.666667,2
173,17.333333,2
179,17.777778,2
185,18.444444,2
190,19,2
196,19.444444,2
204,19.777778,2
209,20.777778,2
213,21.222222,2
219,21.444444,2
222,21.555556,2
223,21.777778,2
221,21.666667,2
218,21.111111,2
216,21,2
213,20.444444,2
211,20.666667,2
208,20.555556,2
207,20.444444,2
205,20,2
202,19.888889,2
203,20.222222,2
204,20,2
205,20.444444,2
206,20.222222,2
207,20.333333,2
210,20.666667,2
211,20.666667,2
212,21.111111,2
214,21.111111,2
215,21.111111,2
215,20.888889,2
213,21,2
208,20.666667,2
203,19.888889,2
197,19.111111,2
193,19.222222,2
192,19.444444,2
193,19.222222,2
195,19.555556,2
198,19.777778,2
202,20.111111,2
207,20.444444,2
212,20.888889,2
216,21.111111,2
220,21.444444,2
221,21.555556,2
220,21.777778,2
219,21.777778,2
216,21.444444,2
215,21.222222,2
215,21.333333,2
213,21,2
214,21.333333,2
212,21,2
210,20.777778,2
200,19,6
204,20.111111,6
206,20.666667,6
203,20.222222,6
199,19.888889,6
198,19.888889,6
201,20.111111,6
207,20.888889,6
215,21.444444,6
98,9.666667,3
97,9.666667,3
98,9.666667,3
97,9.666667,3
97,9.666667,3
98,9.777778,3
99,9.888889,3
98,9.777778,3
96,9.555556,3
96,9.444444,3
96,9.333333,3
95,9.444444,3
95,9.444444,3
95,9.444444,3
95,9.333333,3
95,9.333333,3
96,9.555556,3
95,9.333333,3
95,9.333333,3
95,9.333333,3
95,9.333333,3
96,9.555556,3
97,9.555556,3
98,9.777778,3
99,9.777778,3
100,9.888889,3
102,10.111111,3
103,10.111111,3
103,10.111111,3
104,10.222222,3
105,10.333333,3
246,24.333333,2
247,24.333333,2
247,24.444444,2
247,24.111111,2
247,24.333333,2
248,24.555556,2
247,24.444444,2
248,24.666667,2
249,24.555556,2
248,24.666667,2
248,24.333333,2
248,24.444444,2
249,24.555556,2
249,24.444444,2
249,24.444444,2
249,24.666667,2
249,24.444444,2
247,24.444444,2
247,24.333333,2
247,24.444444,2
247,24.444444,2
247,24.666667,2
247,24.555556,2
247,24.333333,2
249,24.555556,2
249,24.444444,2
250,24.666667,2
251,24.777778,2
251,24.777778,2
250,24.666667,2
172,16.888889,2
174,16.888889,2
176,16.888889,2
178,17.111111,2
180,17.666667,2
180,17.333333,2
181,17.444444,2
181,17.666667,2
181,17.333333,2
181,17.333333,2
179,17.222222,2
177,17.111111,2
174,16.888889,2
172,16.777778,2
170,16.666667,2
169,16.777778,2
169,16.777778,2
168,16.555556,2
169,17,2
172,17.111111,2
177,17.555556,2
183,18.333333,2
187,18.555556,2
194,19,2
201,19.333333,2
206,20.111111,2
211,20.555556,2
217,21.333333,2
221,21.555556,2
223,21.777778,2
223,21.666667,2
221,21.666667,2
220,21.333333,2
217,21.333333,2
215,21.333333,2
212,20.888889,2
210,20.777778,2
208,20.444444,2
205,20.111111,2
205,20.111111,2
205,20.222222,2
206,20.444444,2
208,20.777778,2
209,20.555556,2
212,20.777778,2
214,20.777778,2
215,21.111111,2
217,21.444444,2
218,21.333333,2
219,21.555556,2
217,21.111111,2
212,20.777778,2
206,20.222222,2
199,19.444444,2
195,19.111111,2
193,19.222222,2
193,19.333333,2
194,19.444444,2
196,19.444444,2
199,19.555556,2
206,20.222222,2
211,20.888889,2
216,21.222222,2
221,21.555556,2
223,21.666667,2
223,21.777778,2
223,22,2
221,21.888889,2
220,21.666667,2
219,21.555556,2
218,21.333333,2
218,21.666667,2
217,21.333333,2
216,21.333333,2
195,18,6
201,19.222222,6
204,20.555556,6
205,20.444444,6
200,19.888889,6
197,19.555556,6
198,19.777778,6
203,20.222222,6
210,21.111111,6
97,9.555556,3
97,9.666667,3
97,9.555556,3
97,9.555556,3
97,9.666667,3
97,9.555556,3
98,9.666667,3
97,9.555556,3
96,9.555556,3
95,9.333333,3
95,9.444444,3
95,9.444444,3
95,9.444444,3
95,9.333333,3
95,9.333333,3
95,9.333333,3
95,9.444444,3
95,9.333333,3
95,9.333333,3
95,9.333333,3
96,9.444444,3
96,9.555556,3
97,9.555556,3
99,9.888889,3
100,10,3
101,10.111111,3
103,10.111111,3
103,10,3
104,10.222222,3
104,10.222222,3
105,10.333333,3
246,24.333333,2
247,24.333333,2
247,24.444444,2
247,24.333333,2
248,24.555556,2
248,24.333333,2
248,24.333333,2
248,24.666667,2
249,24.444444,2
248,24.777778,2
249,24.555556,2
248,24.222222,2
249,24.555556,2
249,24.666667,2
249,24.555556,2
248,24.333333,2
248,24.222222,2
247,24.222222,2
247,24.555556,2
246,24.333333,2
247,24.222222,2
247,24.444444,2
246,24.222222,2
246,24.222222,2
248,24.555556,2
248,24.555556,2
249,24.666667,2
250,24.777778,2
251,24.666667,2
250,24.555556,2
174,17.666667,2
176,17.555556,2
179,17.333333,2
182,17.555556,2
185,18.222222,2
186,18.222222,2
186,17.888889,2
186,17.555556,2
187,18.111111,2
187,18.222222,2
185,17.888889,2
183,17.666667,2
179,17.555556,2
177,17.555556,2
174,17.333333,2
172,17,2
171,17.111111,2
170,17,2
169,17,2
172,17,2
176,17.222222,2
180,17.777778,2
184,17.888889,2
189,18.222222,2
195,18.777778,2
200,19.333333,2
206,20.222222,2
211,20.888889,2
215,21.333333,2
218,21.555556,2
220,21.555556,2
220,21.555556,2
220,21.444444,2
218,21.222222,2
216,21.222222,2
214,21.333333,2
211,20.555556,2
209,20.222222,2
206,20.111111,2
204,19.666667,2
204,19.888889,2
205,19.333333,2
207,20.555556,2
208,20.555556,2
211,21,2
213,20.777778,2
214,21,2
217,21.444444,2
218,21.444444,2
219,21.555556,2
216,21.222222,2
210,20.555556,2
205,20.111111,2
199,19.444444,2
194,18.777778,2
191,18.888889,2
190,19.111111,2
191,19.222222,2
193,19.222222,2
197,19.333333,2
204,19.777778,2
210,20.444444,2
217,21.111111,2
222,21.777778,2
226,22.222222,2
227,22.333333,2
227,22.333333,2
226,22.111111,2
226,22.222222,2
225,22.333333,2
224,22.111111,2
224,22.111111,2
222,22,2
220,21.666667,2
198,18.333333,6
204,20.111111,6
206,20.888889,6
204,20.111111,6
199,19.777778,6
197,19.666667,6
200,20,6
205,20.555556,6
213,21.333333,6
98,9.777778,3
98,9.888889,3
98,9.555556,3
97,9,3
97,9.222222,3
97,9.333333,3
98,9.333333,3
97,9.444444,3
96,9.666667,3
95,9.444444,3
95,9.444444,3
95,9.444444,3
94,9.333333,3
95,9.222222,3
95,9.333333,3
95,9.444444,3
95,9.333333,3
95,9.333333,3
95,9.333333,3
95,9.333333,3
95,9.444444,3
96,9.555556,3
97,9.666667,3
99,9.888889,3
99,9.777778,3
101,10.111111,3
103,10.111111,3
104,10.222222,3
104,10.222222,3
105,10.333333,3
106,10.444444,3
247,24.333333,2
247,24.555556,2
247,24.444444,2
247,24.555556,2
248,24.666667,2
248,24.444444,2
248,24.222222,2
248,24.666667,2
249,24.666667,2
248,24.444444,2
249,24.666667,2
248,24.333333,2
249,24.666667,2
249,24.777778,2
249,24.444444,2
248,24.555556,2
248,24.444444,2
247,24.222222,2
247,24.222222,2
246,24.333333,2
246,24.333333,2
246,24.444444,2
246,24.222222,2
246,24.333333,2
247,24.444444,2
247,24.333333,2
249,24.555556,2
250,24.777778,2
250,24.666667,2
250,24.666667,2
175,17.111111,2
178,17.333333,2
181,18.111111,2
185,18.555556,2
187,18.222222,2
189,19,2
190,19.333333,2
190,18.555556,2
191,18.777778,2
191,18.777778,2
189,18.777778,2
187,18.666667,2
183,18.111111,2
180,17.666667,2
177,17.666667,2
174,17.333333,2
172,17.333333,2
171,16.888889,2
170,16.888889,2
172,17.111111,2
175,17.222222,2
178,17.666667,2
180,17.777778,2
184,18.111111,2
189,18.444444,2
194,18.888889,2
201,19.777778,2
206,20.222222,2
210,20.555556,2
214,21.111111,2
216,21.333333,2
218,21.333333,2
218,21.333333,2
218,21.333333,2
217,21.444444,2
214,21.333333,2
211,20.555556,2
209,20.222222,2
205,20,2
204,19.777778,2
203,19.666667,2
204,19.444444,2
206,20.555556,2
207,20.444444,2
209,20.777778,2
211,20.888889,2
213,21.111111,2
215,21.333333,2
217,21.555556,2
218,21.666667,2
215,21.444444,2
208,20.555556,2
203,19.888889,2
197,18.888889,2
192,18.444444,2
189,18.777778,2
188,18.777778,2
188,18.777778,2
191,19.111111,2
195,19.333333,2
202,19.666667,2
209,20,2
215,20.777778,2
222,21.666667,2
227,22.333333,2
229,22.666667,2
230,22.666667,2
229,22.222222,2
230,22.666667,2
230,22.888889,2
228,22.444444,2
230,22.555556,2
228,22.555556,2
227,22.444444,2
202,18.444444,6
208,20.888889,6
207,20.777778,6
204,20.333333,6
198,19.666667,6
197,19.555556,6
202,20.222222,6
209,21.111111,6
217,21.777778,6
98,9.777778,3
97,9.666667,3
98,9.555556,3
97,9.111111,3
97,9.111111,3
97,9.333333,3
98,9.444444,3
97,9.555556,3
96,9.555556,3
95,9.333333,3
95,9.444444,3
94,9.333333,3
94,9.333333,3
94,9.222222,3
94,9.111111,3
95,9.444444,3
95,9.333333,3
95,9.333333,3
94,9.333333,3
94,9.222222,3
95,9.333333,3
95,9.444444,3
96,9.555556,3
98,9.666667,3
99,9.777778,3
100,10,3
102,10,3
103,10.111111,3
104,10.333333,3
105,10.222222,3
106,10.444444,3
245,24.111111,2
245,24.222222,2
246,24.333333,2
245,24,2
246,24.222222,2
247,24.333333,2
247,24.222222,2
248,24.666667,2
248,24.333333,2
247,24.111111,2
248,24.555556,2
247,24.444444,2
248,24.444444,2
248,24.555556,2
248,24.444444,2
248,24.555556,2
247,24.333333,2
246,24.222222,2
247,24.333333,2
246,24.222222,2
246,24.222222,2
246,24.333333,2
246,24.222222,2
245,24.111111,2
246,24.222222,2
246,24.333333,2
248,24.444444,2
249,24.555556,2
250,24.777778,2
250,24.777778,2
177,17.111111,2
180,17.666667,2
183,17.888889,2
187,18.777778,2
190,18.888889,2
192,19.222222,2
194,19.555556,2
193,18.888889,2
194,19.333333,2
193,19.222222,2
191,18.777778,2
188,18.444444,2
185,17.777778,2
182,18,2
178,17.555556,2
175,17.444444,2
173,17.333333,2
171,17,2
171,17,2
172,17.222222,2
175,17.444444,2
177,17.666667,2
178,17.777778,2
181,18,2
185,18.333333,2
189,18.777778,2
196,19.444444,2
201,19.555556,2
206,20,2
209,20.555556,2
212,20.777778,2
215,21.111111,2
216,21.222222,2
216,21.222222,2
215,21.222222,2
212,21,2
210,20.888889,2
207,20.333333,2
203,20,2
201,19.777778,2
200,19.444444,2
202,19.888889,2
204,20.333333,2
206,20.333333,2
208,20.666667,2
210,20.777778,2
212,20.888889,2
215,21.222222,2
217,21.444444,2
218,21.666667,2
214,21.111111,2
208,20.444444,2
202,19.555556,2
197,18.777778,2
192,18.444444,2
188,18.666667,2
186,18.666667,2
187,18.666667,2
190,18.777778,2
194,19.222222,2
201,20.111111,2
208,20.333333,2
215,21.111111,2
221,21.666667,2
227,22.333333,2
230,22.555556,2
232,22.888889,2
233,23.111111,2
235,23.333333,2
234,23.111111,2
233,23,2
235,23.111111,2
233,22.777778,2
233,23,2
198,17.777778,6
206,19.444444,6
210,21.333333,6
208,20.666667,6
203,20.222222,6
199,19.888889,6
199,19.888889,6
206,20.666667,6
213,21.444444,6
98,9.666667,3
98,9.777778,3
98,9.666667,3
97,9.555556,3
97,9.444444,3
97,9.555556,3
97,9.555556,3
97,9.666667,3
95,9.444444,3
95,9.333333,3
95,9.444444,3
94,9.222222,3
94,9.333333,3
94,9.222222,3
94,9.222222,3
94,9.222222,3
94,9.222222,3
94,9.444444,3
94,9.333333,3
94,9.222222,3
95,9.333333,3
95,9.444444,3
96,9.444444,3
97,9.444444,3
98,9.666667,3
99,9.555556,3
101,10,3
103,10.111111,3
104,10.222222,3
105,10.222222,3
107,10.555556,3
244,24.111111,2
245,24.222222,2
245,24.333333,2
245,24.444444,2
246,24.333333,2
246,24.222222,2
247,24.333333,2
248,24.555556,2
248,24.444444,2
247,24.222222,2
247,24.555556,2
246,24.333333,2
248,24.444444,2
247,24.555556,2
248,24.666667,2
247,24.333333,2
246,24.222222,2
246,24.222222,2
247,24.333333,2
246,24.333333,2
246,24.222222,2
246,24.222222,2
245,24.222222,2
245,24.333333,2
246,24.222222,2
246,24.333333,2
248,24.666667,2
249,24.666667,2
249,24.666667,2
250,24.666667,2
177,17.555556,2
180,17.666667,2
184,18.111111,2
188,18.666667,2
191,18.777778,2
193,19.111111,2
196,19.333333,2
196,19.333333,2
196,19.333333,2
194,19.222222,2
192,19,2
190,18.555556,2
186,17.777778,2
183,17.444444,2
180,17.666667,2
178,17.666667,2
176,17.444444,2
175,17.555556,2
175,17.444444,2
176,17.555556,2
177,17.777778,2
177,17.777778,2
178,17.888889,2
180,18,2
182,18.333333,2
185,18.777778,2
190,19.111111,2
194,19.222222,2
199,19.777778,2
203,20,2
207,20.222222,2
210,20.666667,2
212,20.888889,2
212,20.888889,2
212,20.888889,2
210,20.777778,2
207,20.666667,2
206,20.777778,2
202,20.111111,2
200,20,2
199,19.777778,2
200,19.777778,2
203,20,2
204,20.222222,2
206,20.666667,2
208,20.333333,2
210,20.333333,2
213,20.555556,2
215,21,2
216,21,2
213,20.555556,2
207,20,2
202,19.444444,2
196,19.222222,2
192,19.222222,2
188,19.222222,2
186,18.555556,2
187,18.555556,2
189,18.777778,2
193,19.222222,2
199,19.777778,2
206,20.444444,2
213,21.444444,2
221,22,2
227,22.222222,2
230,22.555556,2
233,22.888889,2
235,23.222222,2
238,23.444444,2
237,23.333333,2
235,23.222222,2
237,23.555556,2
235,23.111111,2
235,23.111111,2
203,18.222222,6
210,20.777778,6
212,21.666667,6
208,20.666667,6
202,20.111111,6
200,20,6
202,20.111111,6
210,21,6
218,21.888889,6
98,9.555556,3
98,9.777778,3
98,9.777778,3
98,9.777778,3
98,9.777778,3
97,9.666667,3
98,9.666667,3
97,9.666667,3
95,9.444444,3
95,9.444444,3
95,9.444444,3
94,9.111111,3
94,9.444444,3
94,9.333333,3
94,9.222222,3
94,9.222222,3
94,9.222222,3
94,9.222222,3
94,9.222222,3
94,9.333333,3
94,9.333333,3
94,9.222222,3
95,9.333333,3
97,9.333333,3
98,9.333333,3
99,9.777778,3
101,10,3
102,9.888889,3
103,10.222222,3
105,10.444444,3
107,10.555556,3
244,24.111111,2
244,24.111111,2
245,24.111111,2
245,24.333333,2
246,24.111111,2
246,24.444444,2
246,24.111111,2
247,24.333333,2
247,24.333333,2
247,24.333333,2
247,24.333333,2
246,24.222222,2
247,24.444444,2
247,24.555556,2
247,24.333333,2
247,24.333333,2
246,24.333333,2
246,24.222222,2
247,24.333333,2
246,24.333333,2
246,24.444444,2
245,24.222222,2
245,24.111111,2
245,24.333333,2
245,24.222222,2
246,24.111111,2
247,24.444444,2
248,24.444444,2
249,24.555556,2
249,24.666667,2
175,17.444444,2
178,17.666667,2
181,17.555556,2
185,18.444444,2
187,18.333333,2
189,18.444444,2
192,18.555556,2
192,18.888889,2
194,19.111111,2
193,19.111111,2
192,19,2
190,18.666667,2
188,18.555556,2
186,17.888889,2
184,18,2
182,18,2
181,17.777778,2
179,17.888889,2
180,17.888889,2
180,17.888889,2
180,18,2
178,17.777778,2
177,17.666667,2
177,17.444444,2
178,17.888889,2
180,18.333333,2
183,18.444444,2
187,19.111111,2
191,19.333333,2
196,19.444444,2
201,19.666667,2
205,20.333333,2
207,20.333333,2
208,20.444444,2
208,20.555556,2
207,20.444444,2
205,20.333333,2
204,20.666667,2
201,20.111111,2
199,20.111111,2
197,19.777778,2
198,19.777778,2
200,20,2
202,20.222222,2
204,20.555556,2
206,20.333333,2
207,19.777778,2
210,20.555556,2
212,21,2
213,20.888889,2
211,20.666667,2
207,20.333333,2
202,20.555556,2
196,20,2
191,19.666667,2
187,18.888889,2
185,18.222222,2
186,18.666667,2
189,19,2
192,19.111111,2
197,19.555556,2
203,20.111111,2
210,20.888889,2
218,21.444444,2
224,22.111111,2
228,22.444444,2
231,22.666667,2
234,22.666667,2
237,22.888889,2
237,23.444444,2
236,23.222222,2
238,23.444444,2
237,23.222222,2
236,23,2
208,19.444444,6
215,21.777778,6
215,21.666667,6
208,20.555556,6
202,20.111111,6
201,20.111111,6
205,20.444444,6
214,21.555556,6
222,22.333333,6
99,9.777778,3
98,9.777778,3
98,9.777778,3
98,9.666667,3
98,9.666667,3
98,9.666667,3
99,9.888889,3
99,9.777778,3
97,9.444444,3
96,9.555556,3
96,9.555556,3
96,9.333333,3
96,9.555556,3
95,9.333333,3
95,9.333333,3
95,9.444444,3
94,9.333333,3
94,9.333333,3
94,9.333333,3
94,9.333333,3
94,9.333333,3
94,9.333333,3
95,9.444444,3
97,9.555556,3
98,9.666667,3
99,9.777778,3
101,10.111111,3
102,10,3
103,10.222222,3
105,10.444444,3
107,10.444444,3
245,24.222222,2
245,24.222222,2
246,24.222222,2
245,24.222222,2
246,24.222222,2
246,24.444444,2
247,24.444444,2
247,24.444444,2
248,24.444444,2
247,24.555556,2
247,24.222222,2
246,24.333333,2
247,24.555556,2
246,24.333333,2
246,24.222222,2
246,24.222222,2
245,24.333333,2
245,24.222222,2
246,24.222222,2
245,24.222222,2
245,24.333333,2
245,24.222222,2
245,24.111111,2
245,24.222222,2
245,24.222222,2
245,24.111111,2
246,24.222222,2
247,24.333333,2
249,24.555556,2
249,24.666667,2
174,17.222222,2
176,17.555556,2
179,17.333333,2
182,17.888889,2
183,18,2
